total_label|passport_label|con|con_label|connected_genvec
6.10-1.0.2.2.2.2.2.2.1.36|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^4a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.37|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, ba, b^4a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.38|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.39|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.40|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.41|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.42|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.43|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, ba, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.44|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, ba, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.45|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, ba, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.46|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, ba, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.47|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, ba, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.48|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^2a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.49|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^2a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.50|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^2a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.51|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^2a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.52|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^2a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.53|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^3a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.54|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^3a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.55|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^3a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.56|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^3a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.57|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^3a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.58|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^4a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.59|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^4a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.60|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^4a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.61|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^4a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.62|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, a, b^3a, b^4a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.63|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.64|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.65|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.66|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.67|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.68|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.69|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.70|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.71|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.72|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, ba, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.73|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.74|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.75|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.76|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.77|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^2a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.78|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^3a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.79|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^3a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.80|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^3a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.81|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^3a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.82|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^3a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.83|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^4a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.84|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^4a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.85|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^4a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.86|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^4a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.87|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, a, b^4a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.88|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.89|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.90|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.91|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.92|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.93|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.94|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.95|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.96|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.97|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, ba, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.98|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.99|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.100|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.101|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.102|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^2a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.103|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^3a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.104|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^3a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.105|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^3a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.106|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^3a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.107|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^3a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.108|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^4a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.109|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^4a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.110|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^4a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.111|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^4a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.112|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, ba, b^4a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.113|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.114|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.115|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.116|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.117|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.118|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, a, a ]
6.10-1.0.2.2.2.2.2.2.1.119|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.120|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.121|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.122|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, ba, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.123|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.124|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.125|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.126|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.127|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^2a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.128|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^3a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.129|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^3a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.130|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^3a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.131|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^3a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.132|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^3a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.133|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^4a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.134|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^4a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.135|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^4a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.136|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^4a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.137|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^2a, b^4a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.138|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.139|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.140|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.141|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.142|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.143|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, ba, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.144|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, ba, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.145|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, ba, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.146|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, ba, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.147|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, ba, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.148|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^2a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.149|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^2a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.150|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^2a, b^2a, b^2a ]
